descricao_produto,IA_PRODUTO,IA_LABORATORIO,IA_TIPO DA UNIDADE,IA_QUANTIDADE MG (POR UNIDADE/ML),IA_QUANTIDADE ML,IA_QUANTIDADE UI,IA_QUANTIDADE UNIDADES
CLORIDRATO DE OXIBUTININA 1 MG XPE 750 ML,CLORIDRATO DE OXIBUTININA,,FRASCO,"1,00",750,,
COBAVITAL 1 4 MG COM 30 COMPRIMIDOS,COBAVITAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
COBAVITAL 1 MG 4 MG 30 COMPRIMIDOS,COBAVITAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
COLCHIS 1 MG 30 COMPRIMIDOS,COLCHIS,,COMPRIMIDO/CAPSULA,"1,00",,,30
AKALMESE COM 20,AKALMESE,,UNIDADE,,,,20
DEXAGREEN 1 MG / G CREME DERMATOLOGICO 10 G,DEXAGREEN,,BISNAGA,"1,00",,,
DEXAMETASONA 01 MGML ELIXIR FRACO C 100 ML,DEXAMETASONA,,SOLUCAO,"1,00",100,,
DEXAMETASONA 0 1 MG / ML 120 ML FRS,DEXAMETASONA,,FRASCO,"1,00",120,,
DEXAMETASONA 01 MG ML ELIXIR 120 ML,DEXAMETASONA,,SOLUCAO,"1,00",120,,
DEXAMETASONA 01 MG POR ML ELIXIR 120 ML,DEXAMETASONA,,SOLUCAO,"1,00",120,,
"DEXAMETASONA 0 , 1 % 10 G CREME",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA 0 , 1 % BIS 10 GR C REME",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA 0 , 1 % CREME BISNAGA 10 GR",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA 0 , 1 % CREME BISNAGA 20 G",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA 0 , 1 % DERMATOLOGICO 20 MG",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA 0 , 1 % G COM 50 10 G",DEXAMETASONA,,BISNAGA,"1,00",,,50
"DEXAMETASONA 1 MG / G 0 , 1 % CREME",DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG / G 10 G,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG / G 20 G CREME,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG / G CR 10 G DEXAGREEN HOSP,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG / G CREME,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG / G CREME 10 G,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG / G CREME DERMATOLOGICO 10 G BIS,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG CREME 10 GR,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 1 MG G CREME,DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 %",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % 10 G",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % C 10 G",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % C 10 G CX PDR 100 UND S C",DEXAMETASONA,,BISNAGA,"1,00",,,100
"DEXAMETASONA CREME 0 , 1 % C 10 G G",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % C 10 G G VP S C",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % C 10 G S C",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % C 10 G VP",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % COM 10 G CX PDR / 100 UND G VP S / C",DEXAMETASONA,,BISNAGA,"1,00",,,100
"DEXAMETASONA CREME 0 , 1 % CREME BISNAGA 20 G",DEXAMETASONA,,BISNAGA,"1,00",,,
"DEXAMETASONA CREME 0 , 1 % CREME BISNAGA 20 G CX C 10",DEXAMETASONA,,BISNAGA,"1,00",,,10
"DEXAMETASONA CREME 0 , 1 10 G",DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA CREME 1 MG / G,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA CREME 1 MG / G 10 G,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA CREME 1 MG / G 10 G COM 50 UND,DEXAMETASONA,,BISNAGA,"1,00",,,50
DEXAMETASONA CREME 1 MG / G UND,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA CREME 1 MG 10 GR,DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA CREME 1 MG G 10 GR,DEXAMETASONA,,BISNAGA,"1,00",,,
"N DEXAMETASONA CREME 0 , 1 % C 10 G G",DEXAMETASONA,,BISNAGA,"1,00",,,
DEXAMETASONA 01 MG ML ELIXIR,DEXAMETASONA,,SOLUCAO,"1,00",,,
DEXAMETASONA 1 MG / ML ELIXIR,DEXAMETASONA,,SOLUCAO,"1,00",,,
"DEXAMETASONA DEXAGREEN 0 , 1 % CREME BIS X 10 G",DEXAMETASONA DEXAGREEN,,BISNAGA,"1,00",,,
DICLORIDR CETIRIZINA 1 MG 120 ML,DICLORIDRATO DE CETIRIZINA,,SOLUCAO,"1,00",120,,
DIMORF 1 MG / ML SOL INJ X 2 ML SP COM 50 AMPOLAS A 1 MORFINA,DIMORF MORFINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",2,,50
DIPIRONA 1 MG,DIPIRONA,,,"1,00",,,
DIPROGENTA 1 MG POM BG 30 G,DIPROGENTA,,BISNAGA,"1,00",,,
DIPROSONE 1 MG / G CR COM 30 G,DIPROSONE,,BISNAGA,"1,00",,,
DIPROSONE 1 MG / G POM COM 30 G,DIPROSONE,,BISNAGA,"1,00",,,
DOMPERIDONA 1 MG / ML FR 100 ML,DOMPERIDONA,,FRASCO,"1,00",100,,
DOMPERIDONA 1 MG / ML 100 ML,DOMPERIDONA,,SOLUCAO,"1,00",100,,
DOMPERIDONA 1 MG 100 ML,DOMPERIDONA,,SOLUCAO,"1,00",100,,
DOMPERIDONA 1 MG / ML SUS COM 100,DOMPERIDONA,,FRASCO,"1,00",100,,
DOMPERIDONA 1 MG / ML SUSP ORAL 100 ML,DOMPERIDONA,,FRASCO,"1,00",100,,
DOMPERIDONA 1 MG SUS OR 100 ML,DOMPERIDONA,,FRASCO,"1,00",100,,
DOMPERIDONA 1 MG SUS OR 100 ML M,DOMPERIDONA,,FRASCO,"1,00",100,,
DOMPERIDONA 1 MG / ML XAROPE 100 ML,DOMPERIDONA,,FRASCO,"1,00",100,,
DOMPERIDONA 1 MG / ML SUSP ORAL,DOMPERIDONA,,FRASCO,"1,00",,,
DOMPERIX 1 MG 100 ML,DOMPERIX,,SOLUCAO,"1,00",100,,
DOMPERIX 1 MG / ML SUSP ORAL 100,DOMPERIX,,FRASCO,"1,00",100,,
EBASTEL 1 MG / ML XPE 60 ML,EBASTEL,,FRASCO,"1,00",60,,
ENALAPRIL MALEATO 1 MG / ML SOL ORAL 100 ML,ENALAPRIL MALEATO,,SOLUCAO,"1,00",100,,
EPINEFRINA 1 MGML CX C 100 AP X 1 ML IMIV GEN,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,100
ADREN EPINEFRINA 1 MG / ML 100 AMPOLAS 1 ML,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,100
ADREN EPINEFRINA 1 MG / ML CX COM 100 AMPOLAS DE 1 ML IM / EV / SC,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,100
EPINEFRINA 01 MG / ML IM / IV / SC 01 ML COM 100 AMPOLAS,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,100
"EPINEFRINA 1 MG / ML , USO I M , I V , E C CAIXA AMPOLAS COM 1 ML",EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,
EPINEFRINA 1 MG / ML 1 ML AMP,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,
EPINEFRINA 1 MG / ML SOLUCAO INJ AMPOLAS 1 ML,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",1,,
EPINEFRINA 1 MG / ML 1 ML SOL INJ,EPINEFRINA,,INJETAVEL,"1,00",1,,
EPINEFRINA 1 MGML 1 ML INJETAVEL,EPINEFRINA,,INJETAVEL,"1,00",1,,
EPINEFRINA 1 MG / ML 1 ML,EPINEFRINA,,SOLUCAO,"1,00",1,,
"EPINEFRINA 0 , 1 % 1 MG / ML CX COM 50 AMPOLAS",EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",,,50
EPINEFRINA 1 MG / ML AMPOLA,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",,,
EPINEFRINA 1 MG / ML INJ CX 100 AMPOLAS,EPINEFRINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",,,100
EPINEFRINA 1 MG / ML INJETAVEL,EPINEFRINA,,INJETAVEL,"1,00",,,
EPINEFRINA 1 MG / ML,EPINEFRINA,,SOLUCAO,"1,00",,,
EPINEFRINA ADRENALINA 1 MG POR ML SOLUCAO INJETAVEL 1 ML,EPINEFRINA ADRENALINA,,INJETAVEL,"1,00",1,,
EPINEFRINA ADRENALINA 1 MG POR ML SULUCAO INJ 1 ML,EPINEFRINA ADRENALINA,,INJETAVEL,"1,00",1,,
EPINEFRINA ADRENALINA 1 MG / ML SOL INJ,EPINEFRINA ADRENALINA,,INJETAVEL,"1,00",,,
EVEROLIMO 1 MG 60 COMPRIMIDOS,EVEROLIMO,,COMPRIMIDO/CAPSULA,"1,00",,,60
FINASTERIDA 1 MG 30 COMPRIMIDOS,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FINASTERIDA 1 MG 30 COMPRIMIDOS GERMED,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FINASTERIDA 1 MG COM 30 COMPRIMIDOS,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FINASTERIDA 1 MG COM 30 COMPRIMIDOS REV,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FINASTERIDA 1 MG CX 30 COMPRIMIDOS,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FINASTERIDA 1 MG CX 30 COMPRIMIDOS 102,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FINASTERIDA 1 MG CX 30 COMPRIMIDOS REV,FINASTERIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
FLUTINOL 0 1 % 1 MG / ML 5 ML,FLUTINOL,,SOLUCAO,"1,00",5,,
FLUTINOL 1 MG / ML SUS OFT FR 5 ML,FLUTINOL,,FRASCO,"1,00",5,,
FLUTINOL 1 MG SUS OFT FR 5 ML,FLUTINOL,,FRASCO,"1,00",5,,
FOSFATO SODICO DE PREDNISOLONA 1 MG / ML FRASCO COM 100 ML,FOSFATO SODICO DE PREDNISOLONA,,FRASCO,"1,00",100,,
FOSFATO SODICO DE PREDNISOLONA 1 MG ML FRASCO COM 100 MLCX PDR 50 UND G VP S C,FOSFATO SODICO DE PREDNISOLONA,,FRASCO,"1,00",100,,50
FRONTAL 1 00 MG EST COM 30 COMPRIMIDOS E,FRONTAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
FRONTAL 1 MG 30 COMPRIMIDOS,FRONTAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
FRONTAL 1 MG COM 30 COMPRIMIDOS,FRONTAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
FRONTAL 1 MG COM 30 COMPRIMIDOS B 1,FRONTAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
FRONTAL 1 MG CX 30 COMPRIMIDOS,FRONTAL,,COMPRIMIDO/CAPSULA,"1,00",,,30
AKINETON 2 MG COM 80,AKINETON,,UNIDADE,"2,00",,,80
FRONTAL XR 1 MG 30 COMPRIMIDOS,FRONTAL XR,,COMPRIMIDO/CAPSULA,"1,00",,,30
FRONTAL XR 1 MG ALPRAZOLAM 30 COMPRIMIDOS B 1,FRONTAL XR,,COMPRIMIDO/CAPSULA,"1,00",,,30
FRONTAL XR 1 MG CX 30 COMPRIMIDOS,FRONTAL XR,,COMPRIMIDO/CAPSULA,"1,00",,,30
GLAUB MD 1 MG / ML COM 5 ML,GLAUB MD,,SOLUCAO,"1,00",5,,
GLAUB MD 1 MG / ML FR 5 ML,GLAUB MD,,SOLUCAO,"1,00",5,,
GLIMEPIRIDA 1 MG C 30 COMPRIMIDOS GEN,GLIMEPIRIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
GLIMEPIRIDA 1 MG COM 30 COMPRIMIDOS,GLIMEPIRIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
GLIMEPIRIDA 1 MG CX 30 COMPRIMIDOS,GLIMEPIRIDA,,COMPRIMIDO/CAPSULA,"1,00",,,30
HALDOL 1 MG 20 COMPRIMIDOS,HALDOL,,COMPRIMIDO/CAPSULA,"1,00",,,20
HALDOL 1 MG 20 CPDS,HALDOL,,COMPRIMIDO/CAPSULA,"1,00",,,20
HALDOL 1 MG COM 20 COMPRIMIDOS,HALDOL,,COMPRIMIDO/CAPSULA,"1,00",,,20
AKINETON 2 MG COM CT BL AL PLAS AMB X 80,AKINETON,,UNIDADE,"2,00",,,80
HALOPERIDOL 1 MG / ML COMPRIMIDOS,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,
HALOPERIDOL 1 MG BL C 10 CX 200 COMPRIMIDOS C 1,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,200
HALOPERIDOL 1 MG C 200 CPDHALO,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,200
HALOPERIDOL 1 MG COM 200 CPDHALO,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,200
HALOPERIDOL 1 MG COMPRIMIDO,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,
HALOPERIDOL 1 MG COMPRIMIDOS,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,
HALOPERIDOL COMPRIMIDOS 1 MGCX COM 200,HALOPERIDOL,,COMPRIMIDO/CAPSULA,"1,00",,,200
AKINETON 2 MG CX C 200 LABORATORIO BAGO,AKINETON,BAGO,UNIDADE,"2,00",,,200
HISTAMIX 1 MG / ML XPE CT FR VD AMB X 120 ML,HISTAMIX,,FRASCO,"1,00",120,,
EPINEFRINA 1 MG / ML COM 100 AP HYFREN,HYFREN,,AMPOLA OU FRASCO-AMPOLA,"1,00",,,100
LACTATO DE MILRINONA 1 MG / ML,LACTATO DE MILRINONA,,SOLUCAO,"1,00",,,
LORATADINA 1 MG XPE FR 10 ML + CM,LORATADINA,,FRASCO,"1,00",10,,
LORATADINA 1 MG / ML 60 ML,LORATADINA,,SOLUCAO,"1,00",60,,
LORATADINA 1 MG / ML XAROPE 60 ML,LORATADINA,,FRASCO,"1,00",60,,
LORATADINA 1 MG / ML 100 ML,LORATADINA,,SOLUCAO,"1,00",100,,
LORATADINA 1 MG 100 ML,LORATADINA,,SOLUCAO,"1,00",100,,
LORATADINA CONCENTRACAO 1 MG ML 100 ML,LORATADINA,,SOLUCAO,"1,00",100,,
LORATADINA GEN 100 ML 1 MG \ ML,LORATADINA,,SOLUCAO,"1,00",100,,
LORATADINA 1 MG / ML SUSP 100 ML,LORATADINA,,FRASCO,"1,00",100,,
"LORATADINA 1 MG / ML XAROPE , FRASCO 100 ML",LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE FR 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE FR C 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE FRASCO 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE FRASCO COM 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE FRS 100 ML N,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XAROPE ORAL FR 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XEP 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XPE 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XPE FRASCO 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XPE FRS 100 ML CX COM 50,LORATADINA,,FRASCO,"1,00",100,,50
LORATADINA 1 MG / ML XPE PL 100 ML + CP VP / GEN LORATA,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML XRP FR 100 ML,LORATADINA,,FRASCO,"1,00",100,,
"LORATADINA 1 MG ML XAROPE , FRASCO COM 100 ML CX PDR 50 UND G VP S C",LORATADINA,,FRASCO,"1,00",100,,50
LORATADINA 1 MG ML XPE X 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG ML XRP FR 100 ML UND,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG XAROPE FRASCO COM 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG XPE FR 100 ML CI,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MGML XPE FR 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA GEN 1 MG / ML XAROPE CX COM 50 FCO 100 ML,LORATADINA,,FRASCO,"1,00",100,,50
LORATADINA XPE 1 MG / ML 100 ML CX COM 48,LORATADINA,,FRASCO,"1,00",100,,48
LORATADINA XPE 1 MG / ML FR COM 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA XPE 1 MG ML 100 ML,LORATADINA,,FRASCO,"1,00",100,,
LORATADINA 1 MG / ML FRASCO 120 ML,LORATADINA,,FRASCO,"1,00",120,,
LORATADINA 1 MG / ML XAROPE FR 120 ML,LORATADINA,,FRASCO,"1,00",120,,
LORATADINA 1 MG / ML FRASCO,LORATADINA,,FRASCO,"1,00",,,
LORATADINA 1 MG / ML SOL ORAL,LORATADINA,,SOLUCAO,"1,00",,,
LORATADINA SUSP ORAL 1 MG ML,LORATADINA,,FRASCO,"1,00",,,
LORATADINA 1 MG / ML XAP,LORATADINA,,FRASCO,"1,00",,,
LORATADINA 1 MG / ML XAROPE,LORATADINA,,FRASCO,"1,00",,,
LORATADINA 1 MG / ML XPE,LORATADINA,,FRASCO,"1,00",,,
LORATADINA 1 MG / ML XPE COM 100,LORATADINA,,FRASCO,"1,00",,,
LORATADINA XAROPE 1 MG / ML,LORATADINA,,FRASCO,"1,00",,,
LORATAMED 1 MG / ML 100 ML,LORATAMED,,SOLUCAO,"1,00",100,,
LORATAMED 1 MG / ML XPE 100 ML,LORATAMED,,FRASCO,"1,00",100,,
LORATAMED 1 MG / ML XPE COM 100 M,LORATAMED,,FRASCO,"1,00",100,,
LORATAMED 1 MG XPE FR 100 ML,LORATAMED,,FRASCO,"1,00",100,,
LORAZEPAM 1 MG COMPRIMIDOS,LORAZEPAM,,COMPRIMIDO/CAPSULA,"1,00",,,
LORITIL 1 MG / ML XPE 100 ML,LORITIL,,FRASCO,"1,00",100,,
LORITIL 1 MG XPE FR 100 ML,LORITIL,,FRASCO,"1,00",100,,
LUMIGAN RC 1 MG / ML COL 3 ML,LUMIGAN RC,,SOLUCAO,"1,00",3,,
LUMIGAN RC 1 MG / ML COL 5 ML,LUMIGAN RC,,SOLUCAO,"1,00",5,,
MAXIDEX 1 MG / ML SOLUCAO OFTALMICA 5 ML,MAXIDEX,,SOLUCAO,"1,00",5,,
MAXIDEX DEXAMETASONA 1 MG / G,MAXIDEX,,BISNAGA,"1,00",,,
MAXIDEX 1 MG / ML SUS OFT FR GTS,MAXIDEX,,FRASCO,"1,00",,,
ALANTOL 25 GR,ALANTOL,,UNIDADE,"25000,00",,,
MELOXIVET COM 120 COMPRIMIDO 1 MG,MELOXIVET,,COMPRIMIDO/CAPSULA,"1,00",,,120
ALBEL 400 MG COM 3,ALBEL,,UNIDADE,"400,00",,,3
ALBENDAZOL 400 MG COM 01 G L 0522 V 10 / 2025,ALBENDAZOL,,UNIDADE,"400,00",,,1
MELOXYTRAT 10 COMPRIMIDOS HOSP 1 0 MG,MELOXYTRAT,,COMPRIMIDO/CAPSULA,"1,00",,,10
ALBENDAZOL 400 MG COM 1 UNID N,ALBENDAZOL,,UNIDADE,"400,00",,,1
METOPROLOL 1 MG CX C 5 AMPOLAS C 5 ML,METOPROLOL,,AMPOLA OU FRASCO-AMPOLA,"1,00",5,,5
METOPROLOL 1 MG / ML 5 ML SOL INJ,METOPROLOL,,SOLUCAO,"1,00",5,,
METOPROLOL TARTARATO DE 1 MG POR ML SOLUCAO INJETAVEL 5 ML,METOPROLOL TARTARATO,,SOLUCAO,"1,00",5,,
MIDAZOLAM 1 MG / ML 5 ML 5 AMP,MIDAZOLAM,,AMPOLA OU FRASCO-AMPOLA,"1,00",5,,5
MIDAZOLAM 1 MG / ML AMPOLAS 5 ML,MIDAZOLAM,,AMPOLA OU FRASCO-AMPOLA,"1,00",5,,
MIDAZOLAM B 1 MG / ML 5 ML INJ,MIDAZOLAM,,INJETAVEL,"1,00",5,,1
MIDAZOLAM B 1 MG / ML INJ 5 ML,MIDAZOLAM,,INJETAVEL,"1,00",5,,1
MIDAZOLAM B 1 MG / ML INJETAVEL 5 ML,MIDAZOLAM,,INJETAVEL,"1,00",5,,1
MIDAZOLAM INJ 1 MG / ML 05 ML B 1 CX COM 5,MIDAZOLAM,,INJETAVEL,"1,00",5,,5
MIDAZOLAM B 1 MG / ML 5 ML,MIDAZOLAM,,SOLUCAO,"1,00",5,,1
MIDAZOLAM B 1 MG / ML INJ,MIDAZOLAM,,INJETAVEL,"1,00",,,1
FUROATO DE MOMETASONA 1 MG / G CR,MOMETASONA,,BISNAGA,"1,00",,,
FUROATO DE MOMETASONA 1 MG / G CREME DERMATOLOGICO 20 G,MOMETASONA,,BISNAGA,"1,00",,,
MORFINA 1 MG 2 ML A 1,MORFINA,,INJETAVEL,"1,00",2,,
MORFINA 1 MG / ML,MORFINA,,,"1,00",,,
NOADRENALINA 1 MG / ML AMPOLAS 4 ML,NOADRENALINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",4,,
NORADRENALINA 1 MG / ML AMPOLAS 4 ML,NORADRENALINA,,AMPOLA OU FRASCO-AMPOLA,"1,00",4,,
NORADRENALINA 1 MG / ML 4 ML,NORADRENALINA,,SOLUCAO,"1,00",4,,
OMCILON A ORABASE 1 MG BG 10 G,OMCILON A ORABASE,,BISNAGA,"1,00",,,
OTRIVINA 1 MG / ML SOL NASAL 15,OTRIVINA,,SOLUCAO,"1,00",15,,
OVESTRION 1 MG CREME BG 50 G + APL,OVESTRION,,BISNAGA,"1,00",,,
OXIBUTININA 1 MG / ML SOLUCAO 900 ML,OXIBUTININA,,SOLUCAO,"1,00",900,,
OZEMPIC 1 MG AMPOLA,OZEMPIC,,AMPOLA OU FRASCO-AMPOLA,"1,00",,,
ALBENDAZOL 400 MG COM 3 GEOLAB,ALBENDAZOL,GEOLAB,UNIDADE,"400,00",,,3
ALBENDAZOL 400 MG CX C 200 PRATI,ALBENDAZOL,PRATI DONADUZZI,UNIDADE,"400,00",,,200
PATANOL 1 MG / ML SOLUCAO OFTALMICA 5 ML,PATANOL,,SOLUCAO,"1,00",5,,
"PRAMIPEXOL 1 , 0 MG CT 30 COMPRIMIDOS CX 126 CT TERC",PRAMIPEXOL,,COMPRIMIDO/CAPSULA,"1,00",,,30
PREDNISOLONA 1 MG / ML GEN 100 ML SES,PREDNISOLONA,,SOLUCAO,"1,00",100,,
PREDNISOLONA 1 MG / ML SOL ORAL FRS 100 ML,PREDNISOLONA,,SOLUCAO,"1,00",100,,
PREDNISOLONA SOLUCAO 1 MG / ML COM 100 ML CX PDR / 50 UND G VP S / C SABOR FRAMBOESA,PREDNISOLONA,,SOLUCAO,"1,00",100,,50
PREDNISOLONA SOLUCAO 1 MG ML C 100 ML CX PDR 50 UND G VP S C,PREDNISOLONA,,SOLUCAO,"1,00",100,,50
PREDNISOLONA SOLUCAO 1 MG ML C 100 ML CX PDR 50 UND G VP S C SABOR FRAMBOESA,PREDNISOLONA,,SOLUCAO,"1,00",100,,50
PREDNISOLONA SOLUCAO ORAL 1 MG / ML FRASCO 100 ML,PREDNISOLONA,,SOLUCAO,"1,00",100,,
"PREDNISOLONA , 1 MG SUSP PED 100 ML",PREDNISOLONA,,FRASCO,"1,00",100,,
PREDNISOLONA 1 MG SUSP PED 100 ML,PREDNISOLONA,,FRASCO,"1,00",100,,
PREDNISOLONA 1 MG SUSP PED 100 ML G,PREDNISOLONA,,FRASCO,"1,00",100,,
PREDNISOLONA 1 MG / ML,PREDNISOLONA,,SOLUCAO,"1,00",,,
PREDNISOLONA 1 MG SUSP,PREDNISOLONA,,FRASCO,"1,00",,,
PREDNISONA 1 MG / ML,PREDNISONA,,SOLUCAO,"1,00",,,
PROGRAF 1 MG COMPRIMIDOS,PROGRAF,,COMPRIMIDO/CAPSULA,"1,00",,,
PROPRANOLOL 1 MGML 320 ML,PROPRANOLOL,,SOLUCAO,"1,00",320,,
"PROTOPIC 1 , 0 % 1 , 0 MG / G POM DERM BG 10 G",PROTOPIC,,BISNAGA,"1,00",,,
RESOLOR 1 MG 14 COMPRIMIDOS,RESOLOR,,COMPRIMIDO/CAPSULA,"1,00",,,14
RESOLOR 1 MG 14 CP REV,RESOLOR,,COMPRIMIDO/CAPSULA,"1,00",,,14
RESOLOR 1 MG C 14 COMPRIMIDOS,RESOLOR,,COMPRIMIDO/CAPSULA,"1,00",,,14
RESOLOR 1 MG CX 14 TAB,RESOLOR,,COMPRIMIDO/CAPSULA,"1,00",,,14
RESPERIDON 1 MG / ML SOL COM 30 M,RESPERIDON,,SOLUCAO,"1,00",30,,
ALBENDAZOL COM 400 MG PRATI,ALBENDAZOL,PRATI DONADUZZI,UNIDADE,"400,00",,,
RESPIRIDONA 1 MG 30 ML,RESPIRIDONA,,SOLUCAO,"1,00",30,,
RETEMIC 1 MG / ML XPE 120 ML,RETEMIC,,FRASCO,"1,00",120,,
RETEMIC 1 MG XPE 120 ML,RETEMIC,,FRASCO,"1,00",120,,
RETEMIC OXIBUTININA 1 MG / ML,RETEMIC OXIBUTININA,,SOLUCAO,"1,00",,,
RISPERDAL 1 MG G 30 ML C 1,RISPERDAL,,SOLUCAO,"1,00",30,,1
RISPERDAL 1 MG 20 COMPRIMIDOS,RISPERDAL,,COMPRIMIDO/CAPSULA,"1,00",,,20
RISPERIDAL 1 MG / ML,RISPERIDAL,,SOLUCAO,"1,00",,,
RISPERIDON 1 MG / M LSOL 30 ML,RISPERIDON,,SOLUCAO,"1,00",30,,
RISPERIDON 1 MG / ML 30 ML,RISPERIDON,,SOLUCAO,"1,00",30,,
RISPERIDON 1 MG / ML LIQ 30 ML,RISPERIDON,,SOLUCAO,"1,00",30,,
RISPERIDON 1 MG / ML SOL COM 30 M,RISPERIDON,,SOLUCAO,"1,00",30,,
RISPERIDON 1 MG 30 ML,RISPERIDON,,SOLUCAO,"1,00",30,,
